1	ECAN	0
1	ECAN	0.1
1	ECAN	0.2
1	ECAN	0.3
1	ECAN	0.4
1	ECIN	0
1	ECIN	0.1
1	ECIN	0.2
1	ECIN	0.3
1	ECIN	0.4
2	ECAN	0
2	ECAN	0.1
2	ECAN	0.2
2	ECAN	0.3
2	ECAN	0.4
2	ECIN	0
2	ECIN	0.1
2	ECIN	0.2
2	ECIN	0.3
2	ECIN	0.4
3	ECAN	0
3	ECAN	0.1
3	ECAN	0.2
3	ECAN	0.3
3	ECAN	0.4
3	ECIN	0
3	ECIN	0.1
3	ECIN	0.2
3	ECIN	0.3
3	ECIN	0.4
